4.123105625617660586e+00,1.315294643796590535e+01,1.315294643796590535e+01,1.303840481040529831e+01,1.303840481040529831e+01,1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,1.303840481040529831e+01,1.315294643796590535e+01,1.315294643796590535e+01,1.334166406412633421e+01,1.431782106327635340e+01,1.414213562373095101e+01,1.431782106327635340e+01,1.431782106327635340e+01,1.456021977856103611e+01,1.456021977856103611e+01,1.392838827718411920e+01,7.280109889280518054e+00,1.523154621172781731e+01,1.581138830084189628e+01,1.581138830084189628e+01,1.581138830084189628e+01,1.581138830084189628e+01,1.676305461424021104e+01,1.676305461424021104e+01,1.676305461424021104e+01,1.708800749063506075e+01,1.708800749063506075e+01,1.708800749063506075e+01,1.772004514666934938e+01,1.802775637731994607e+01,1.897366596101027625e+01,1.897366596101027625e+01,1.772004514666934938e+01,1.772004514666934938e+01,1.746424919657297892e+01,1.843908891458577415e+01,1.843908891458577415e+01,1.843908891458577415e+01,1.824828759089465890e+01,1.923538406167134340e+01,1.910497317454279909e+01,1.902629759044044633e+01,1.902629759044044633e+01,5.000000000000000000e+00
3.605551275463989125e+00,1.280624847486569706e+01,1.280624847486569706e+01,1.421267040355189515e+01,1.486606874731850603e+01,1.486606874731850603e+01,1.555634918610404505e+01,1.627882059609970611e+01,1.627882059609970611e+01,1.627882059609970611e+01,1.555634918610404505e+01,1.627882059609970611e+01,1.555634918610404505e+01,1.486606874731850603e+01,1.486606874731850603e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.581138830084189628e+01,1.581138830084189628e+01,1.562049935181330795e+01,1.640121946685672683e+01,1.664331697709323876e+01,1.664331697709323876e+01,1.664331697709323876e+01,1.612451549659709826e+01,1.612451549659709826e+01,8.944271909999159220e+00,1.749285568453590045e+01,1.835755975068581947e+01,1.923538406167134340e+01,1.972308292331602075e+01,1.923538406167134340e+01,1.972308292331602075e+01,1.923538406167134340e+01,1.835755975068581947e+01,1.835755975068581947e+01,1.923538406167134340e+01,2.012461179749810825e+01,2.059126028197400160e+01,2.059126028197400160e+01,2.109502310972898798e+01,2.163330765278393741e+01,2.247220505424423109e+01,2.247220505424423109e+01,2.163330765278393741e+01,2.220360331117451835e+01,2.220360331117451835e+01,2.280350850198275836e+01,2.267156809750926882e+01,2.267156809750926882e+01,2.334523505985750447e+01,2.404163056034261459e+01,2.262741699796952233e+01,5.656854249492380582e+00
3.605551275463989125e+00,1.303840481040529831e+01,1.360147050873544394e+01,1.421267040355189515e+01,1.421267040355189515e+01,1.486606874731850603e+01,1.486606874731850603e+01,1.486606874731850603e+01,1.627882059609970611e+01,1.627882059609970611e+01,1.627882059609970611e+01,1.562049935181330795e+01,1.486606874731850603e+01,1.555634918610404505e+01,1.486606874731850603e+01,1.486606874731850603e+01,1.421267040355189515e+01,1.421267040355189515e+01,1.500000000000000000e+01,1.640121946685672683e+01,1.640121946685672683e+01,1.562049935181330795e+01,1.562049935181330795e+01,1.500000000000000000e+01,1.664331697709323876e+01,1.749285568453590045e+01,1.700000000000000000e+01,8.944271909999159220e+00,1.749285568453590045e+01,1.835755975068581947e+01,1.878829422805593552e+01,1.878829422805593552e+01,1.923538406167134340e+01,1.923538406167134340e+01,1.923538406167134340e+01,1.923538406167134340e+01,1.878829422805593552e+01,1.878829422805593552e+01,2.012461179749810825e+01,2.012461179749810825e+01,2.147091055358388800e+01,2.195449840010014952e+01,2.147091055358388800e+01,2.195449840010014952e+01,2.195449840010014952e+01,2.109502310972898798e+01,2.109502310972898798e+01,2.163330765278393741e+01,2.220360331117451835e+01,2.280350850198275836e+01,2.280350850198275836e+01,2.280350850198275836e+01,2.343074902771996193e+01,2.193171219946130890e+01,5.656854249492380582e+00
3.605551275463989125e+00,1.272792206135785520e+01,1.345362404707370985e+01,1.360147050873544394e+01,1.389244398944980396e+01,1.389244398944980396e+01,1.389244398944980396e+01,1.476482306023340030e+01,1.565247584249852864e+01,1.612451549659709826e+01,1.612451549659709826e+01,1.612451549659709826e+01,1.612451549659709826e+01,1.565247584249852864e+01,1.476482306023340030e+01,1.431782106327635340e+01,1.486606874731850603e+01,1.486606874731850603e+01,1.486606874731850603e+01,1.486606874731850603e+01,1.581138830084189628e+01,1.581138830084189628e+01,1.581138830084189628e+01,1.552417469626002422e+01,1.529705854077835525e+01,1.612451549659709826e+01,1.711724276862369010e+01,9.055385138137417300e+00,1.702938636592640265e+01,1.702938636592640265e+01,1.802775637731994607e+01,1.802775637731994607e+01,1.802775637731994607e+01,1.902629759044044633e+01,1.902629759044044633e+01,1.811077027627483460e+01,1.811077027627483460e+01,1.902629759044044633e+01,2.002498439450078749e+01,2.000000000000000000e+01,2.000000000000000000e+01,2.100000000000000000e+01,2.102379604162863913e+01,2.109502310972898798e+01,2.109502310972898798e+01,2.209072203437452231e+01,2.220360331117451835e+01,2.220360331117451835e+01,2.220360331117451835e+01,2.236067977499789805e+01,2.236067977499789805e+01,2.334523505985750447e+01,2.353720459187963954e+01,2.280350850198275836e+01,6.082762530298219339e+00
3.162277660168379523e+00,1.303840481040529831e+01,1.303840481040529831e+01,1.216552506059643868e+01,1.236931687685298087e+01,1.264911064067351809e+01,1.208304597359457233e+01,1.300000000000000000e+01,1.486606874731850603e+01,1.581138830084189628e+01,1.486606874731850603e+01,1.486606874731850603e+01,1.486606874731850603e+01,1.486606874731850603e+01,1.392838827718411920e+01,1.341640786499873883e+01,1.431782106327635340e+01,1.389244398944980396e+01,1.442220510185595650e+01,1.442220510185595650e+01,1.526433752247374720e+01,1.526433752247374720e+01,1.389244398944980396e+01,1.303840481040529831e+01,1.421267040355189515e+01,1.562049935181330795e+01,1.562049935181330795e+01,7.810249675906653977e+00,1.627882059609970611e+01,1.697056274847713908e+01,1.697056274847713908e+01,1.697056274847713908e+01,1.697056274847713908e+01,1.838477631085023489e+01,1.910497317454279909e+01,1.838477631085023489e+01,1.838477631085023489e+01,1.838477631085023489e+01,1.769180601295413169e+01,1.910497317454279909e+01,1.979898987322333070e+01,1.979898987322333070e+01,1.984943324127920761e+01,2.051828452868319275e+01,2.051828452868319275e+01,2.051828452868319275e+01,2.051828452868319275e+01,2.126029162546929996e+01,2.126029162546929996e+01,2.202271554554523902e+01,2.140093455903269515e+01,2.220360331117451835e+01,2.220360331117451835e+01,2.163330765278393741e+01,5.000000000000000000e+00
3.000000000000000000e+00,1.236931687685298087e+01,1.236931687685298087e+01,1.315294643796590535e+01,1.315294643796590535e+01,1.216552506059643868e+01,1.204159457879229578e+01,1.204159457879229578e+01,1.216552506059643868e+01,1.216552506059643868e+01,1.303840481040529831e+01,1.303840481040529831e+01,1.303840481040529831e+01,1.303840481040529831e+01,1.204159457879229578e+01,1.200000000000000000e+01,1.200000000000000000e+01,1.303840481040529831e+01,1.204159457879229578e+01,1.204159457879229578e+01,1.204159457879229578e+01,1.204159457879229578e+01,1.204159457879229578e+01,1.216552506059643868e+01,1.236931687685298087e+01,1.334166406412633421e+01,1.334166406412633421e+01,6.324555320336759046e+00,1.334166406412633421e+01,1.334166406412633421e+01,1.360147050873544394e+01,1.360147050873544394e+01,1.456021977856103611e+01,1.456021977856103611e+01,1.552417469626002422e+01,1.552417469626002422e+01,1.552417469626002422e+01,1.552417469626002422e+01,1.552417469626002422e+01,1.552417469626002422e+01,1.552417469626002422e+01,1.552417469626002422e+01,1.649242250247064234e+01,1.649242250247064234e+01,1.649242250247064234e+01,1.627882059609970611e+01,1.627882059609970611e+01,1.612451549659709826e+01,1.612451549659709826e+01,1.711724276862369010e+01,1.711724276862369010e+01,1.711724276862369010e+01,1.702938636592640265e+01,1.700000000000000000e+01,4.000000000000000000e+00
4.472135954999579610e+00,1.392838827718411920e+01,1.360147050873544394e+01,1.264911064067351809e+01,1.360147050873544394e+01,1.360147050873544394e+01,1.360147050873544394e+01,1.360147050873544394e+01,1.334166406412633421e+01,1.334166406412633421e+01,1.334166406412633421e+01,1.431782106327635340e+01,1.431782106327635340e+01,1.315294643796590535e+01,1.315294643796590535e+01,1.315294643796590535e+01,1.315294643796590535e+01,1.303840481040529831e+01,1.303840481040529831e+01,1.303840481040529831e+01,1.303840481040529831e+01,1.300000000000000000e+01,1.300000000000000000e+01,1.303840481040529831e+01,1.414213562373095101e+01,1.414213562373095101e+01,1.414213562373095101e+01,7.071067811865475505e+00,1.513274595042155646e+01,1.513274595042155646e+01,1.513274595042155646e+01,1.513274595042155646e+01,1.513274595042155646e+01,1.529705854077835525e+01,1.529705854077835525e+01,1.529705854077835525e+01,1.627882059609970611e+01,1.627882059609970611e+01,1.627882059609970611e+01,1.627882059609970611e+01,1.726267650163206824e+01,1.726267650163206824e+01,1.726267650163206824e+01,1.726267650163206824e+01,1.726267650163206824e+01,1.711724276862369010e+01,1.702938636592640265e+01,1.702938636592640265e+01,1.802775637731994607e+01,1.802775637731994607e+01,1.811077027627483460e+01,1.811077027627483460e+01,1.800000000000000000e+01,1.802775637731994607e+01,5.099019513592784492e+00
4.123105625617660586e+00,1.341640786499873883e+01,1.300000000000000000e+01,1.300000000000000000e+01,1.300000000000000000e+01,1.300000000000000000e+01,1.300000000000000000e+01,1.300000000000000000e+01,1.264911064067351809e+01,1.264911064067351809e+01,1.236931687685298087e+01,1.360147050873544394e+01,1.360147050873544394e+01,1.334166406412633421e+01,1.334166406412633421e+01,1.334166406412633421e+01,1.315294643796590535e+01,1.315294643796590535e+01,1.216552506059643868e+01,1.216552506059643868e+01,1.315294643796590535e+01,1.315294643796590535e+01,1.315294643796590535e+01,1.303840481040529831e+01,1.303840481040529831e+01,1.400000000000000000e+01,1.403566884761819900e+01,7.000000000000000000e+00,1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.503329637837290811e+01,1.503329637837290811e+01,1.503329637837290811e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.600000000000000000e+01,1.600000000000000000e+01,1.600000000000000000e+01,1.600000000000000000e+01,1.603121954188139853e+01,1.702938636592640265e+01,1.711724276862369010e+01,1.711724276862369010e+01,1.627882059609970611e+01,1.627882059609970611e+01,1.627882059609970611e+01,1.627882059609970611e+01,1.649242250247064234e+01,1.676305461424021104e+01,1.676305461424021104e+01,4.123105625617660586e+00
9.000000000000000000e+00,3.605551275463989214e+01,3.705401462729781059e+01,3.801315561749642313e+01,3.805259518088089266e+01,3.721558813185679071e+01,3.667424164178449786e+01,3.569313659514949677e+01,3.452535300326413648e+01,3.337663853655727308e+01,3.337663853655727308e+01,3.452535300326413648e+01,3.667424164178449786e+01,3.687817782917154830e+01,3.640054944640259293e+01,3.517101079013794873e+01,3.590264614203248072e+01,3.569313659514949677e+01,3.590264614203248072e+01,3.544009029333869876e+01,3.478505426185217431e+01,3.546829570193639825e+01,3.546829570193639825e+01,3.605551275463989214e+01,3.700000000000000000e+01,3.862641583165593318e+01,3.992492955535426091e+01,1.897366596101027625e+01,3.889730067755344578e+01,3.956008088970496317e+01,4.049691346263317371e+01,4.049691346263317371e+01,4.085339643163099055e+01,4.248529157249600274e+01,4.304648650006176780e+01,4.272001872658765365e+01,4.272001872658765365e+01,4.188078318274384770e+01,4.161730409336962566e+01,4.045985664828781836e+01,4.177319714841084419e+01,4.177319714841084419e+01,4.244997055358224713e+01,4.527692569068708650e+01,4.951767361255978983e+01,6.414047084329830284e+01,7.844743462982074789e+01,5.700877125495689768e+01,4.201190307520000999e+01,4.472135954999579610e+01,4.661544808322666000e+01,4.846648326421053810e+01,4.810405388322277531e+01,4.681879964287850271e+01,1.170469991071962568e+01
4.123105625617660586e+00,1.431782106327635340e+01,1.476482306023340030e+01,1.389244398944980396e+01,1.389244398944980396e+01,1.389244398944980396e+01,1.389244398944980396e+01,1.389244398944980396e+01,1.389244398944980396e+01,1.303840481040529831e+01,1.303840481040529831e+01,1.360147050873544394e+01,1.360147050873544394e+01,1.360147050873544394e+01,1.360147050873544394e+01,1.360147050873544394e+01,1.360147050873544394e+01,1.421267040355189515e+01,1.345362404707370985e+01,1.345362404707370985e+01,1.345362404707370985e+01,1.345362404707370985e+01,1.345362404707370985e+01,1.414213562373095101e+01,1.414213562373095101e+01,1.414213562373095101e+01,1.486606874731850603e+01,7.071067811865475505e+00,1.421267040355189515e+01,1.421267040355189515e+01,1.421267040355189515e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.562049935181330795e+01,1.562049935181330795e+01,1.562049935181330795e+01,1.562049935181330795e+01,1.640121946685672683e+01,1.640121946685672683e+01,1.640121946685672683e+01,1.640121946685672683e+01,1.702938636592640265e+01,1.702938636592640265e+01,1.702938636592640265e+01,1.702938636592640265e+01,1.702938636592640265e+01,1.769180601295413169e+01,1.697056274847713908e+01,1.769180601295413169e+01,1.769180601295413169e+01,1.702938636592640265e+01,1.702938636592640265e+01,1.780449381476485726e+01,1.780449381476485726e+01,4.472135954999579610e+00
